Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
Rubbing shoulders with men of all kinds     ,Rubbing shoulders men kinds,6.82,"Rubbing,shoulders,men,kinds",0.00,
 You will forgive me  said the monk  meekly from under loads of white beard   but I fear I do not understand  was it in order that I might rub my shoulder against men of all kinds that you put me inside this thing ,forgive said monk meekly loads white beard fear understand order rub shoulder men kinds inside thing,12.62,"forgive,said,monk,meekly,loads,white,beard,fear,understand,order,rub,shoulder,men,kinds,inside,thing",0.00,
 An entertaining retort  in the narrow and deductive manner of the Middle Ages  replied the Professor  calmly   but even upon your own basis I will illustrate my point ,entertaining retort narrow deductive manner Middle Ages replied Professor calmly basis illustrate point,8.93,"entertaining,retort,narrow,deductive,manner,Middle,Ages,replied,Professor,calmly,basis,illustrate,point",0.00,
In your religion and all the religions  as far as I know  the sky is made the symbol of everything that is sacred and merciful ,religion religions far know sky symbol sacred merciful,13.39,"religion,religions,far,know,sky,symbol,sacred,merciful",0.00,
Well  now you are in the sky  you know better ,sky know better,15.22,"sky,know,better",0.00,
Phrase it how you like  twist it how you like  you know that you know better ,Phrase like twist like know know better,11.69,"Phrase,like,twist,like,know,know,better",0.00,
You know what are a man  s real feelings about the heavens  when he finds himself alone in the heavens  surrounded by the heavens ,know man real feelings heavens finds heavens surrounded heavens,11.54,"know,man,real,feelings,heavens,finds,heavens,surrounded,heavens",0.00,
You know the truth  and the truth is this ,know truth truth,14.29,"know,truth,truth",0.00,
The heavens are evil  the sky is evil  the stars are evil ,heavens evil sky evil stars evil,10.34,"heavens,evil,sky,evil,stars,evil",0.00,
This mere space  this mere quantity  terrifies a man more than tigers or the terrible plague ,mere space mere quantity terrifies man tigers terrible plague,7.53,"mere,space,mere,quantity,terrifies,man,tigers,terrible,plague",0.00,
You know that since our science has spoken  the bottom has fallen out of the Universe ,know science spoken fallen Universe,12.79,"know,science,spoken,fallen,Universe",0.00,
Now  heaven is the hopeless thing  more hopeless than any hell ,heaven hopeless thing hopeless hell,9.52,"heaven,hopeless,thing,hopeless,hell",0.00,
Now  if there be any comfort for all your miserable progeny of morbid apes  it must be in the earth  underneath you  under the roots of the grass  in the place where hell was of old ,comfort miserable progeny morbid apes earth underneath roots grass place hell old,13.19,"comfort,miserable,progeny,morbid,apes,earth,underneath,roots,grass,place,hell,old",0.00,
The fiery crypts  the lurid cellars of the underworld  to which you once condemned the wicked  are hideous enough  but at least they are more homely than the heaven in which we ride ,fiery crypts lurid cellars underworld condemned wicked hideous homely heaven ride,12.09,"fiery,crypts,lurid,cellars,underworld,condemned,wicked,hideous,homely,heaven,ride",0.00,
And the time will come when you will all hide in them  to escape the horror of the stars ,time come hide escape horror stars,14.61,"time,come,hide,escape,horror,stars",0.00,
 I hope you will excuse my interrupting you  said Michael  with a slight cough   but I have always noticed     ,hope excuse interrupting said Michael slight cough noticed,9.91,"hope,excuse,interrupting,said,Michael,slight,cough,noticed",0.00,
 Go on  pray go on  said Professor Lucifer  radiantly   I really like to draw out your simple ideas ,pray said Professor Lucifer radiantly like draw simple ideas,9.00,"pray,said,Professor,Lucifer,radiantly,like,draw,simple,ideas",0.00,
 Well  the fact is  said the other   that much as I admire your rhetoric and the rhetoric of your school  from a purely verbal point of view  such little study of you and your school in human history as I have been enabled to make has led me to    er    rather singular conclusion  which I find great difficulty in expressing  especially in a foreign language ,fact said admire rhetoric rhetoric school purely verbal point view little study school human history enabled led er singular conclusion find great difficulty expressing especially foreign language,10.56,"fact,said,admire,rhetoric,rhetoric,school,purely,verbal,point,view,little,study,school,human,history,enabled,led,er,singular,conclusion,find,great,difficulty,expressing,especially,foreign,language",0.00,
 Come  come  said the Professor  encouragingly   I  ll help you out ,Come come said Professor encouragingly help,7.35,"Come,come,said,Professor,encouragingly,help",0.00,
 Well  the truth is  I know I don  t express it properly  but somehow it seemed to me that you always convey ideas of that kind with most eloquence  when    er    when     ,truth know express properly convey ideas kind eloquence er,13.37,"truth,know,express,properly,convey,ideas,kind,eloquence,er",0.00,
get on  cried Lucifer  boisterously ,cried Lucifer boisterously,5.56,"cried,Lucifer,boisterously",0.00,
 Well  in point of fact when your flying ship is just going to run into something ,point fact flying ship going run,12.20,"point,fact,flying,ship,going,run",0.00,
I thought you wouldn  t mind my mentioning it  but it  s running into something now ,thought mind mentioning running,14.29,"thought,mind,mentioning,running",0.00,
Lucifer exploded with an oath and leapt erect  leaning hard upon the handle that acted as a helm to the vessel ,Lucifer exploded oath leapt erect leaning hard handle acted helm vessel,9.01,"Lucifer,exploded,oath,leapt,erect,leaning,hard,handle,acted,helm,vessel",0.00,
For the last ten minutes they had been shooting downwards into great cracks and caverns of cloud ,minutes shooting downwards great cracks caverns cloud,10.31,"minutes,shooting,downwards,great,cracks,caverns,cloud",0.00,
Now  through a sort of purple haze  could be seen comparatively near to them what seemed to be the upper part of a huge  dark orb or sphere  islanded in a sea of cloud ,sort purple haze seen comparatively near upper huge dark orb sphere islanded sea cloud,11.90,"sort,purple,haze,seen,comparatively,near,upper,huge,dark,orb,sphere,islanded,sea,cloud",0.00,
The Professor  s eyes were blazing like a maniac  s ,Professor eyes blazing like maniac,9.62,"Professor,eyes,blazing,like,maniac",0.00,
 It is a new world  he cried  with a dreadful mirth ,new world cried dreadful mirth,11.54,"new,world,cried,dreadful,mirth",0.00,
 It is a new planet and it shall bear my name ,new planet shall bear,15.22,"new,planet,shall,bear",0.00,
This star and not that other vulgar one shall be  Lucifer  sun of the morning ,star vulgar shall Lucifer sun morning,11.54,"star,vulgar,shall,Lucifer,sun,morning",0.00,
Here we will have no chartered lunacies  here we will have no gods ,chartered lunacies gods,14.93,"chartered,lunacies,gods",0.00,
Here man shall be as innocent as the daisies  as innocent and as cruel    here the intellect     ,man shall innocent daisies innocent cruel intellect,10.31,"man,shall,innocent,daisies,innocent,cruel,intellect",0.00,
 There seems  said Michael  timidly   to be something sticking up in the middle of it ,said Michael timidly sticking middle,11.63,"said,Michael,timidly,sticking,middle",0.00,
 So there is  said the Professor  leaning over the side of the ship  his spectacles shining with intellectual excitement ,said Professor leaning ship spectacles shining intellectual excitement,9.09,"said,Professor,leaning,ship,spectacles,shining,intellectual,excitement",0.00,
Then a shriek indescribable broke out of him of a sudden  and he flung up his arms like a lost spirit ,shriek indescribable broke sudden flung arms like lost spirit,11.76,"shriek,indescribable,broke,sudden,flung,arms,like,lost,spirit",0.00,
The monk took the helm in a tired way  he did not seem much astonished for he came from an ignorant part of the world in which it is not uncommon for lost spirits to shriek when they see the curious shape which the Professor had just seen on the top of the mysterious ball  but he took the helm only just in time  and by driving it hard to the left he prevented the flying ship from smashing into St  Paul  s Cathedral ,monk took helm tired way astonished came ignorant world uncommon lost spirits shriek curious shape Professor seen mysterious ball took helm time driving hard left prevented flying ship smashing St Paul Cathedral,12.41,"monk,took,helm,tired,way,astonished,came,ignorant,world,uncommon,lost,spirits,shriek,curious,shape,Professor,seen,mysterious,ball,took,helm,time,driving,hard,left,prevented,flying,ship,smashing,St,Paul,Cathedral",0.00,
A plain of sad   coloured cloud lay along the level of the top of the Cathedral dome  so that the ball and the cross looked like a buoy riding on a leaden sea ,plain sad coloured cloud lay level Cathedral dome ball cross looked like buoy riding leaden sea,10.69,"plain,sad,coloured,cloud,lay,level,Cathedral,dome,ball,cross,looked,like,buoy,riding,leaden,sea",0.00,
As the flying ship swept towards it  this plain of cloud looked as dry and definite and rocky as any grey desert ,flying ship swept plain cloud looked dry definite rocky grey desert,9.73,"flying,ship,swept,plain,cloud,looked,dry,definite,rocky,grey,desert",0.00,
Hence it gave to the mind and body a sharp and unearthly sensation when the ship cut and sank into the cloud as into any common mist  a thing without resistance ,gave mind body sharp unearthly sensation ship cut sank cloud common mist thing resistance,10.56,"gave,mind,body,sharp,unearthly,sensation,ship,cut,sank,cloud,common,mist,thing,resistance",0.00,
There was  as it were  a deadly shock in the fact that there was no shock ,deadly shock fact shock,16.22,"deadly,shock,fact,shock",0.00,
It was as if they had cloven into ancient cliffs like so much butter ,cloven ancient cliffs like butter,13.04,"cloven,ancient,cliffs,like,butter",0.00,
But sensations awaited them which were much stranger than those of sinking through the solid earth ,sensations awaited stranger sinking solid earth,10.10,"sensations,awaited,stranger,sinking,solid,earth",0.00,
For a moment their eyes and nostrils were stopped with darkness and opaque cloud  then the darkness warmed into a kind of brown fog ,moment eyes nostrils stopped darkness opaque cloud darkness warmed kind brown fog,9.09,"moment,eyes,nostrils,stopped,darkness,opaque,cloud,darkness,warmed,kind,brown,fog",0.00,
And far  far below them the brown fog fell until it warmed into fire ,far far brown fog fell warmed fire,10.14,"far,far,brown,fog,fell,warmed,fire",0.00,
Through the dense London atmosphere they could see below them the flaming London lights  lights which lay beneath them in squares and oblongs of fire ,dense London atmosphere flaming London lights lights lay beneath squares oblongs fire,8.67,"dense,London,atmosphere,flaming,London,lights,lights,lay,beneath,squares,oblongs,fire",0.00,
The fog and fire were mixed in a passionate vapour  you might say that the fog was drowning the flames  or you might say that the flames had set the fog on fire ,fog fire mixed passionate vapour fog drowning flames flames set fog fire,13.04,"fog,fire,mixed,passionate,vapour,fog,drowning,flames,flames,set,fog,fire",0.00,
Beside the ship and beneath it  the immeasurable dome itself shot out and down into the dark like a combination of voiceless cataracts ,ship beneath immeasurable dome shot dark like combination voiceless cataracts,9.63,"ship,beneath,immeasurable,dome,shot,dark,like,combination,voiceless,cataracts",0.00,
Or it was like some cyclopean sea   beast sitting above London and letting down its tentacles bewilderingly on every side  a monstrosity in that starless heaven ,like cyclopean sea beast sitting London letting tentacles bewilderingly monstrosity starless heaven,8.70,"like,cyclopean,sea,beast,sitting,London,letting,tentacles,bewilderingly,monstrosity,starless,heaven",0.00,
For the clouds that belonged to London had closed over the heads of the voyagers sealing up the entrance of the upper air ,clouds belonged London closed heads voyagers sealing entrance upper air,10.66,"clouds,belonged,London,closed,heads,voyagers,sealing,entrance,upper,air",0.00,
They had broken through a roof and come into a temple of twilight ,broken roof come temple twilight,12.12,"broken,roof,come,temple,twilight",0.00,
They were so near to the ball that Lucifer leaned his hand against it  holding the vessel away  as men push a boat off from a bank ,near ball Lucifer leaned hand holding vessel away men push boat bank,11.45,"near,ball,Lucifer,leaned,hand,holding,vessel,away,men,push,boat,bank",0.00,
Above it the cross already draped in the dark mists of the borderland was shadowy and more awful in shape and size ,cross draped dark mists borderland shadowy awful shape size,11.30,"cross,draped,dark,mists,borderland,shadowy,awful,shape,size",0.00,
Professor Lucifer slapped his hand twice upon the surface of the great orb as if he were caressing some enormous animal ,Professor Lucifer slapped hand twice surface great orb caressing enormous animal,8.33,"Professor,Lucifer,slapped,hand,twice,surface,great,orb,caressing,enormous,animal",0.00,
 This is the fellow  he said   this is the one for my money ,fellow said money,16.67,"fellow,said,money",0.00,
 May I with all respect inquire  asked the old monk   what on earth you are talking about ,respect inquire asked old monk earth talking,11.11,"respect,inquire,asked,old,monk,earth,talking",0.00,
 Why this  cried Lucifer  smiting the ball again   here is the only symbol  my boy ,cried Lucifer smiting ball symbol boy,10.84,"cried,Lucifer,smiting,ball,symbol,boy",0.00,
Not like that scraggy individual  stretching his arms in stark weariness ,like scraggy individual stretching arms stark weariness,5.48,"like,scraggy,individual,stretching,arms,stark,weariness",0.00,
And he pointed up to the cross  his face dark with a grin ,pointed cross face dark grin,13.79,"pointed,cross,face,dark,grin",0.00,
 I was telling you just now  Michael  that I can prove the best part of the rationalist case and the Christian humbug from any symbol you liked to give me  from any instance I came across ,telling Michael prove best rationalist case Christian humbug symbol liked instance came,12.77,"telling,Michael,prove,best,rationalist,case,Christian,humbug,symbol,liked,instance,came",0.00,
What could possibly express your philosophy and my philosophy better than the shape of that cross and the shape of this ball ,possibly express philosophy philosophy better shape cross shape ball,10.40,"possibly,express,philosophy,philosophy,better,shape,cross,shape,ball",0.00,
This globe is reasonable  that cross is unreasonable ,globe reasonable cross unreasonable,7.55,"globe,reasonable,cross,unreasonable",0.00,
It is a four   legged animal  with one leg longer than the others ,legged animal leg longer,13.64,"legged,animal,leg,longer",0.00,
Above all the globe is at unity with itself  the cross is primarily and above all things at enmity with itself ,globe unity cross primarily things enmity,13.51,"globe,unity,cross,primarily,things,enmity",0.00,
The cross is the conflict of two hostile lines  of irreconcilable direction ,cross conflict hostile lines irreconcilable direction,7.89,"cross,conflict,hostile,lines,irreconcilable,direction",0.00,
That silent thing up there is essentially a collision  a crash  a struggle in stone ,silent thing essentially collision crash struggle stone,9.52,"silent,thing,essentially,collision,crash,struggle,stone",0.00,
that sacred symbol of yours has actually given its name to a description of desperation and muddle ,sacred symbol actually given description desperation muddle,10.10,"sacred,symbol,actually,given,description,desperation,muddle",0.00,
When we speak of men at once ignorant of each other and frustrated by each other  we say they are at cross   purposes ,speak men ignorant frustrated cross purposes,14.41,"speak,men,ignorant,frustrated,cross,purposes",0.00,
The very shape of it is a contradiction in terms ,shape contradiction terms,14.29,"shape,contradiction,terms",0.00,
 What you say is perfectly true  said Michael  with serenity ,perfectly true said Michael serenity,8.20,"perfectly,true,said,Michael,serenity",0.00,
 But we like contradictions in terms ,like contradictions terms,8.11,"like,contradictions,terms",0.00,
Man is a contradiction in terms  he is a beast whose superiority to other beasts consists in having fallen ,Man contradiction terms beast superiority beasts consists fallen,10.28,"Man,contradiction,terms,beast,superiority,beasts,consists,fallen",0.00,
That cross is  as you say  an eternal collision  so am I ,cross eternal collision,15.79,"cross,eternal,collision",0.00,
Every form of life is a struggle in flesh ,form life struggle flesh,11.90,"form,life,struggle,flesh",0.00,
The shape of the cross is irrational  just as the shape of the human animal is irrational ,shape cross irrational shape human animal irrational,11.11,"shape,cross,irrational,shape,human,animal,irrational",0.00,
You say the cross is a quadruped with one limb longer than the rest ,cross quadruped limb longer rest,13.24,"cross,quadruped,limb,longer,rest",0.00,
I say man is a quadruped who only uses two of his legs ,man quadruped uses legs,16.36,"man,quadruped,uses,legs",0.00,
The Professor frowned thoughtfully for an instant  and said   Of course everything is relative  and I would not deny that the element of struggle and self   contradiction  represented by that cross  has a necessary place at a certain evolutionary stage ,Professor frowned thoughtfully instant said course relative deny element struggle self contradiction represented cross necessary place certain evolutionary stage,8.30,"Professor,frowned,thoughtfully,instant,said,course,relative,deny,element,struggle,self,contradiction,represented,cross,necessary,place,certain,evolutionary,stage",0.00,
But surely the cross is the lower development and the sphere the higher ,surely cross lower development sphere higher,9.72,"surely,cross,lower,development,sphere,higher",0.00,
After all it is easy enough to see what is really wrong with Wren  s architectural arrangement ,easy wrong Wren architectural arrangement,12.63,"easy,wrong,Wren,architectural,arrangement",0.00,
inquired Michael  meekly ,inquired Michael meekly,0.00,"inquired,Michael,meekly",0.00,
 The cross is on top of the ball  said Professor Lucifer  simply ,cross ball said Professor Lucifer simply,9.23,"cross,ball,said,Professor,Lucifer,simply",0.00,
The cross is a mere barbaric prop  the ball is perfection ,cross mere barbaric prop ball perfection,8.62,"cross,mere,barbaric,prop,ball,perfection",0.00,
The cross at its best is but the bitter tree of man  s history  the ball is the rounded  the ripe and final fruit ,cross best bitter tree man history ball rounded ripe final fruit,11.40,"cross,best,bitter,tree,man,history,ball,rounded,ripe,final,fruit",0.00,
said the monk  a wrinkle coming into his forehead   so you think that in a rationalistic scheme of symbolism the ball should be on top of the cross ,said monk wrinkle coming forehead think rationalistic scheme symbolism ball cross,11.49,"said,monk,wrinkle,coming,forehead,think,rationalistic,scheme,symbolism,ball,cross",0.00,
 It sums up my whole allegory  said the professor ,sums allegory said professor,10.00,"sums,allegory,said,professor",0.00,
 Well  that is really very interesting  resumed Michael slowly   because I think in that case you would see a most singular effect  an effect that has generally been achieved by all those able and powerful systems which rationalism  or the religion of the ball  has produced to lead or teach mankind ,interesting resumed Michael slowly think case singular effect effect generally achieved able powerful systems rationalism religion ball produced lead teach mankind,10.00,"interesting,resumed,Michael,slowly,think,case,singular,effect,effect,generally,achieved,able,powerful,systems,rationalism,religion,ball,produced,lead,teach,mankind",0.00,
You would see  I think  that thing happen which is always the ultimate embodiment and logical outcome of your logical scheme ,think thing happen ultimate embodiment logical outcome logical scheme,9.60,"think,thing,happen,ultimate,embodiment,logical,outcome,logical,scheme",0.00,
 I mean it would fall down  said the monk  looking wistfully into the void ,mean fall said monk looking wistfully void,9.33,"mean,fall,said,monk,looking,wistfully,void",0.00,
Lucifer made an angry movement and opened his mouth to speak  but Michael  with all his air of deliberation  was proceeding before he could bring out a word ,Lucifer angry movement opened mouth speak Michael air deliberation proceeding bring word,10.19,"Lucifer,angry,movement,opened,mouth,speak,Michael,air,deliberation,proceeding,bring,word",0.00,
 I once knew a man like you  Lucifer  he said  with a maddening monotony and slowness of articulation ,knew man like Lucifer said maddening monotony slowness articulation,8.82,"knew,man,like,Lucifer,said,maddening,monotony,slowness,articulation",0.00,
 There is no man like me  cried Lucifer  with a violence that shook the ship ,man like cried Lucifer violence shook ship,10.39,"man,like,cried,Lucifer,violence,shook,ship",0.00,
 As I was observing  continued Michael   this man also took the view that the symbol of Christianity was a symbol of savagery and all unreason ,observing continued Michael man took view symbol Christianity symbol savagery unreason,9.79,"observing,continued,Michael,man,took,view,symbol,Christianity,symbol,savagery,unreason",0.00,
It is also a perfect allegory of what happens to rationalists like yourself ,perfect allegory happens rationalists like,10.53,"perfect,allegory,happens,rationalists,like",0.00,
He began  of course  by refusing to allow a crucifix in his house  or round his wife  s neck  or even in a picture ,began course refusing allow crucifix house round wife neck picture,12.17,"began,course,refusing,allow,crucifix,house,round,wife,neck,picture",0.00,
He said  as you say  that it was an arbitrary and fantastic shape  that it was a monstrosity  loved because it was paradoxical ,said arbitrary fantastic shape monstrosity loved paradoxical,12.60,"said,arbitrary,fantastic,shape,monstrosity,loved,paradoxical",0.00,
Then he began to grow fiercer and more eccentric  he would batter the crosses by the roadside  for he lived in a Roman Catholic country ,began grow fiercer eccentric batter crosses roadside lived Roman Catholic country,10.29,"began,grow,fiercer,eccentric,batter,crosses,roadside,lived,Roman,Catholic,country",0.00,
Finally in a height of frenzy he climbed the steeple of the Parish Church and tore down the cross  waving it in the air  and uttering wild soliloquies up there under the stars ,Finally height frenzy climbed steeple Parish Church tore cross waving air uttering wild soliloquies stars,10.23,"Finally,height,frenzy,climbed,steeple,Parish,Church,tore,cross,waving,air,uttering,wild,soliloquies,stars",0.00,
Then one still summer evening as he was wending his way homewards  along a lane  the devil of his madness came upon him with a violence and transfiguration which changes the world ,summer evening wending way homewards lane devil madness came violence transfiguration changes world,10.56,"summer,evening,wending,way,homewards,lane,devil,madness,came,violence,transfiguration,changes,world",0.00,
He was standing smoking  for a moment  in the front of an interminable line of palings  when his eyes were opened ,standing smoking moment interminable line palings eyes opened,11.40,"standing,smoking,moment,interminable,line,palings,eyes,opened",0.00,
Not a light shifted  not a leaf stirred  but he saw as if by a sudden change in the eyesight that this paling was an army of innumerable crosses linked together over hill and dale ,light shifted leaf stirred saw sudden change eyesight paling army innumerable crosses linked hill dale,11.11,"light,shifted,leaf,stirred,saw,sudden,change,eyesight,paling,army,innumerable,crosses,linked,hill,dale",0.00,
And he whirled up his heavy stick and went at it as if at an army ,whirled heavy stick went army,16.67,"whirled,heavy,stick,went,army",0.00,
Mile after mile along his homeward path he broke it down and tore it up ,Mile mile homeward path broke tore,12.50,"Mile,mile,homeward,path,broke,tore",0.00,
For he hated the cross and every paling is a wall of crosses ,hated cross paling wall crosses,13.11,"hated,cross,paling,wall,crosses",0.00,
When he returned to his house he was a literal madman ,returned house literal madman,12.96,"returned,house,literal,madman",0.00,
He sat upon a chair and then started up from it for the cross   bars of the carpentry repeated the intolerable image ,sat chair started cross bars carpentry repeated intolerable image,11.11,"sat,chair,started,cross,bars,carpentry,repeated,intolerable,image",0.00,
He flung himself upon a bed only to remember that this  too  like all workmanlike things  was constructed on the accursed plan ,flung bed remember like workmanlike things constructed accursed plan,10.24,"flung,bed,remember,like,workmanlike,things,constructed,accursed,plan",0.00,
He broke his furniture because it was made of crosses ,broke furniture crosses,12.96,"broke,furniture,crosses",0.00,
He burnt his house because it was made of crosses ,burnt house crosses,14.00,"burnt,house,crosses",0.00,
Lucifer was looking at him with a bitten lip ,Lucifer looking bitten lip,11.11,"Lucifer,looking,bitten,lip",0.00,
 Oh  no  said Michael  airily ,Oh said Michael airily,3.33,"Oh,said,Michael,airily",0.00,
You begin by breaking up the Cross  but you end by breaking up the habitable world ,begin breaking Cross end breaking habitable world,10.84,"begin,breaking,Cross,end,breaking,habitable,world",0.00,
We leave you saying that nobody ought to join the Church against his will ,leave saying ought join Church,12.16,"leave,saying,ought,join,Church",0.00,
When we meet you again you are saying that no one has any will to join it with ,meet saying join,18.99,"meet,saying,join",0.00,
We leave you saying that there is no such place as Eden ,leave saying place Eden,14.29,"leave,saying,place,Eden",0.00,
We find you saying that there is no such place as Ireland ,find saying place Ireland,13.79,"find,saying,place,Ireland",0.00,
You start by hating the irrational and you come to hate everything  for everything is irrational and so     ,start hating irrational come hate irrational,11.11,"start,hating,irrational,come,hate,irrational",0.00,
Lucifer leapt upon him with a cry like a wild beast  s ,Lucifer leapt cry like wild beast,10.91,"Lucifer,leapt,cry,like,wild,beast",0.00,
 Ah  he screamed   to every man his madness ,Ah screamed man madness,9.09,"Ah,screamed,man,madness",0.00,
And with a herculean energy he forced the monk backwards out of the reeling car on to the upper part of the stone ball ,herculean energy forced monk backwards reeling car upper stone ball,11.76,"herculean,energy,forced,monk,backwards,reeling,car,upper,stone,ball",0.00,
Michael  with as abrupt an agility  caught one of the beams of the cross and saved himself from falling ,Michael abrupt agility caught beams cross saved falling,10.58,"Michael,abrupt,agility,caught,beams,cross,saved,falling",0.00,
At the same instant Lucifer drove down a lever and the ship shot up with him in it alone ,instant Lucifer drove lever ship shot,14.61,"instant,Lucifer,drove,lever,ship,shot",0.00,
he yelled   what sort of a support do you find it  old fellow ,yelled sort support find old fellow,11.29,"yelled,sort,support,find,old,fellow",0.00,
 For practical purposes of support  replied Michael grimly   it is at any rate a great deal better than the ball ,practical purposes support replied Michael grimly rate great deal better ball,7.96,"practical,purposes,support,replied,Michael,grimly,rate,great,deal,better,ball",0.00,
May I ask if you are going to leave me here ,ask going leave,18.18,"ask,going,leave",0.00,
cried the professor in ungovernable excitement ,cried professor ungovernable excitement,4.26,"cried,professor,ungovernable,excitement",0.00,
 How often have you told me  Professor  that there is really no up or down in space ,told Professor space,16.67,"told,Professor,space",0.00,
