Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
In answer to a curt but civil summons  the door opened inwards and there shambled into the room a shapeless little figure  which seemed to find its own hat and umbrella as unmanageable as a mass of luggage ,answer curt civil summons door opened inwards shambled room shapeless little figure find hat umbrella unmanageable mass luggage,9.71,"answer,curt,civil,summons,door,opened,inwards,shambled,room,shapeless,little,figure,find,hat,umbrella,unmanageable,mass,luggage",0.00,
The umbrella was a black and prosaic bundle long past repair  the hat was a broad   curved black hat  clerical but not common in England  the man was the very embodiment of all that is homely and helpless ,umbrella black prosaic bundle long past repair hat broad curved black hat clerical common England man embodiment homely helpless,9.27,"umbrella,black,prosaic,bundle,long,past,repair,hat,broad,curved,black,hat,clerical,common,England,man,embodiment,homely,helpless",0.00,
The doctor regarded the new   comer with a restrained astonishment  not unlike that he would have shown if some huge but obviously harmless sea   beast had crawled into his room ,doctor regarded new comer restrained astonishment unlike shown huge obviously harmless sea beast crawled room,8.43,"doctor,regarded,new,comer,restrained,astonishment,unlike,shown,huge,obviously,harmless,sea,beast,crawled,room",0.00,
The new   comer regarded the doctor with that beaming but breathless geniality which characterizes a corpulent charwoman who has just managed to stuff herself into an omnibus ,new comer regarded doctor beaming breathless geniality characterizes corpulent charwoman managed stuff omnibus,8.00,"new,comer,regarded,doctor,beaming,breathless,geniality,characterizes,corpulent,charwoman,managed,stuff,omnibus",0.00,
It is a rich confusion of social self   congratulation and bodily disarray ,rich confusion social self congratulation bodily disarray,6.67,"rich,confusion,social,self,congratulation,bodily,disarray",0.00,
His hat tumbled to the carpet  his heavy umbrella slipped between his knees with a thud  he reached after the one and ducked after the other  but with an unimpaired smile on his round face spoke simultaneously as follows ,hat tumbled carpet heavy umbrella slipped knees thud reached ducked unimpaired smile round face spoke simultaneously follows,9.95,"hat,tumbled,carpet,heavy,umbrella,slipped,knees,thud,reached,ducked,unimpaired,smile,round,face,spoke,simultaneously,follows",0.00,
I  ve come about that business of the MacNabs ,come business MacNabs,13.04,"come,business,MacNabs",0.00,
I have heard  you often help people out of such troubles ,heard help people troubles,12.28,"heard,help,people,troubles",0.00,
Pray excuse me if I am wrong ,Pray excuse wrong,13.79,"Pray,excuse,wrong",0.00,
By this time he had sprawlingly recovered the hat  and made an odd little bobbing bow over it  as if setting everything quite right ,time sprawlingly recovered hat odd little bobbing bow setting right,10.61,"time,sprawlingly,recovered,hat,odd,little,bobbing,bow,setting,right",0.00,
 I hardly understand you  replied the scientist  with a cold intensity of manner ,hardly understand replied scientist cold intensity manner,7.41,"hardly,understand,replied,scientist,cold,intensity,manner",0.00,
 I fear you have mistaken the chambers ,fear mistaken chambers,10.26,"fear,mistaken,chambers",0.00,
I am Dr Hood  and my work is almost entirely literary and educational ,Dr Hood work entirely literary educational,10.00,"Dr,Hood,work,entirely,literary,educational",0.00,
It is true that I have sometimes been consulted by the police in cases of peculiar difficulty and importance  but   ,true consulted police cases peculiar difficulty importance,11.21,"true,consulted,police,cases,peculiar,difficulty,importance",0.00,
 Oh  this is of the greatest importance  broke in the little man called Brown ,Oh greatest importance broke little man called Brown,7.69,"Oh,greatest,importance,broke,little,man,called,Brown",0.00,
 Why  her mother won  t let them get engaged ,mother let engaged,13.33,"mother,let,engaged",0.00,
And he leaned back in his chair in radiant rationality ,leaned chair radiant rationality,10.91,"leaned,chair,radiant,rationality",0.00,
The brows of Dr Hood were drawn down darkly  but the eyes under them were bright with something that might be anger or might be amusement ,brows Dr Hood drawn darkly eyes bright anger amusement,12.32,"brows,Dr,Hood,drawn,darkly,eyes,bright,anger,amusement",0.00,
 You see  they want to get married  said the man with the clerical hat ,want married said man clerical hat,11.27,"want,married,said,man,clerical,hat",0.00,
 Maggie MacNab and young Todhunter want to get married ,Maggie MacNab young Todhunter want married,5.45,"Maggie,MacNab,young,Todhunter,want,married",0.00,
The great Orion Hood  s scientific triumphs had deprived him of many things    some said of his health  others of his God  but they had not wholly despoiled him of his sense of the absurd ,great Orion Hood scientific triumphs deprived things said health God wholly despoiled sense absurd,11.17,"great,Orion,Hood,scientific,triumphs,deprived,things,said,health,God,wholly,despoiled,sense,absurd",0.00,
At the last plea of the ingenuous priest a chuckle broke out of him from inside  and he threw himself into an arm   chair in an ironical attitude of the consulting physician ,plea ingenuous priest chuckle broke inside threw arm chair ironical attitude consulting physician,10.92,"plea,ingenuous,priest,chuckle,broke,inside,threw,arm,chair,ironical,attitude,consulting,physician",0.00,
 Mr Brown  he said gravely   it is quite fourteen and a half years since I was personally asked to test a personal problem  then it was the case of an attempt to poison the French President at a Lord Mayor  s Banquet ,Mr Brown said gravely fourteen half years personally asked test personal problem case attempt poison French President Lord Mayor Banquet,10.14,"Mr,Brown,said,gravely,fourteen,half,years,personally,asked,test,personal,problem,case,attempt,poison,French,President,Lord,Mayor,Banquet",0.00,
It is now  I understand  a question of whether some friend of yours called Maggie is a suitable fiancee for some friend of hers called Todhunter ,understand question friend called Maggie suitable fiancee friend called Todhunter,11.03,"understand,question,friend,called,Maggie,suitable,fiancee,friend,called,Todhunter",0.00,
Well  Mr Brown  I am a sportsman ,Mr Brown sportsman,12.12,"Mr,Brown,sportsman",0.00,
I will give the MacNab family my best advice  as good as I gave the French Republic and the King of England    no  better  fourteen years better ,MacNab family best advice good gave French Republic King England better fourteen years better,8.97,"MacNab,family,best,advice,good,gave,French,Republic,King,England,better,fourteen,years,better",0.00,
The little clergyman called Brown thanked him with unquestionable warmth  but still with a queer kind of simplicity ,little clergyman called Brown thanked unquestionable warmth queer kind simplicity,6.90,"little,clergyman,called,Brown,thanked,unquestionable,warmth,queer,kind,simplicity",0.00,
It was rather as if he were thanking a stranger in a smoking   room for some trouble in passing the matches  than as if he were  practically thanking the Curator of Kew Gardens for coming with him into a field to find a four   leaved clover ,thanking stranger smoking room trouble passing matches practically thanking Curator Kew Gardens coming field find leaved clover,12.03,"thanking,stranger,smoking,room,trouble,passing,matches,practically,thanking,Curator,Kew,Gardens,coming,field,find,leaved,clover",0.00,
With scarcely a semi   colon after his hearty thanks  the little man began his recital ,scarcely semi colon hearty thanks little man began recital,6.90,"scarcely,semi,colon,hearty,thanks,little,man,began,recital",0.00,
 I told you my name was Brown  well  that  s the fact  and I  m the priest of the little Catholic Church I dare say you  ve seen beyond those straggly streets  where the town ends towards the north ,told Brown fact priest little Catholic Church dare seen straggly streets town ends north,12.63,"told,Brown,fact,priest,little,Catholic,Church,dare,seen,straggly,streets,town,ends,north",0.00,
In the last and straggliest of those streets which runs along the sea like a sea   wall there is a very honest but rather sharp   tempered member of my flock  a widow called MacNab ,straggliest streets runs sea like sea wall honest sharp tempered member flock widow called MacNab,10.50,"straggliest,streets,runs,sea,like,sea,wall,honest,sharp,tempered,member,flock,widow,called,MacNab",0.00,
She has one daughter  and she let us lodgings  and between her and the daughter  and between her and the lodgers    well  I dare say there is a great deal to be said on both sides ,daughter let lodgings daughter lodgers dare great deal said sides,14.44,"daughter,let,lodgings,daughter,lodgers,dare,great,deal,said,sides",0.00,
At present she has only one lodger  the young man called Todhunter  but he has given more trouble than all the rest  for he wants to marry the young woman of the house ,present lodger young man called Todhunter given trouble rest wants marry young woman house,11.31,"present,lodger,young,man,called,Todhunter,given,trouble,rest,wants,marry,young,woman,house",0.00,
 And the young woman of the house  asked Dr Hood  with huge and silent amusement   what does she want ,young woman house asked Dr Hood huge silent amusement want,8.82,"young,woman,house,asked,Dr,Hood,huge,silent,amusement,want",0.00,
 Why  she wants to marry him  cried Father Brown  sitting up eagerly ,wants marry cried Father Brown sitting eagerly,7.25,"wants,marry,cried,Father,Brown,sitting,eagerly",0.00,
 It is indeed a hideous enigma  said Dr Hood ,hideous enigma said Dr Hood,8.89,"hideous,enigma,said,Dr,Hood",0.00,
 This young James Todhunter  continued the cleric   is a very decent man so far as I know  but then nobody knows very much ,young James Todhunter continued cleric decent man far know knows,10.57,"young,James,Todhunter,continued,cleric,decent,man,far,know,knows",0.00,
He is a bright  brownish little fellow  agile like a monkey  clean   shaven like an actor  and obliging like a born courtier ,bright brownish little fellow agile like monkey clean shaven like actor obliging like born courtier,5.60,"bright,brownish,little,fellow,agile,like,monkey,clean,shaven,like,actor,obliging,like,born,courtier",0.00,
He seems to have quite a pocketful of money  but nobody knows what his trade is ,pocketful money knows trade,15.00,"pocketful,money,knows,trade",0.00,
Mrs MacNab  therefore  is quite sure it is something dreadful  and probably connected with dynamite ,Mrs MacNab sure dreadful probably connected dynamite,8.00,"Mrs,MacNab,sure,dreadful,probably,connected,dynamite",0.00,
The dynamite must be of a shy and noiseless sort  for the poor fellow only shuts himself up for several hours of the day and studies something behind a locked door ,dynamite shy noiseless sort poor fellow shuts hours day studies locked door,11.59,"dynamite,shy,noiseless,sort,poor,fellow,shuts,hours,day,studies,locked,door",0.00,
He declares his privacy is temporary and justified  and promises to explain before the wedding ,declares privacy temporary justified promises explain wedding,8.42,"declares,privacy,temporary,justified,promises,explain,wedding",0.00,
That is all that anyone knows for certain  but Mrs MacNab will tell you a great deal more than even she is certain of ,knows certain Mrs MacNab tell great deal certain,13.56,"knows,certain,Mrs,MacNab,tell,great,deal,certain",0.00,
You know how the tales grow like grass on such a patch of ignorance as that ,know tales grow like grass patch ignorance,11.84,"know,tales,grow,like,grass,patch,ignorance",0.00,
There are tales of two voices heard talking in the room  though  when the door is opened  Todhunter is always found alone ,tales voices heard talking room door opened Todhunter found,10.66,"tales,voices,heard,talking,room,door,opened,Todhunter,found",0.00,
There are tales of a mysterious tall man in a silk hat  who once came out of the sea   mists and apparently out of the sea  stepping softly across the sandy fields and through the small back garden at twilight  till he was heard talking to the lodger at his open window ,tales mysterious tall man silk hat came sea mists apparently sea stepping softly sandy fields small garden twilight till heard talking lodger open window,10.37,"tales,mysterious,tall,man,silk,hat,came,sea,mists,apparently,sea,stepping,softly,sandy,fields,small,garden,twilight,till,heard,talking,lodger,open,window",0.00,
The colloquy seemed to end in a quarrel ,colloquy end quarrel,12.50,"colloquy,end,quarrel",0.00,
Todhunter dashed down his window with violence  and the man in the high hat melted into the sea   fog again ,Todhunter dashed window violence man high hat melted sea fog,9.26,"Todhunter,dashed,window,violence,man,high,hat,melted,sea,fog",0.00,
This story is told by the family with the fiercest mystification  but I really think Mrs MacNab prefers her own original tale  that the Other Man  crawls out every night from the big box in the corner  which is kept locked all day ,story told family fiercest mystification think Mrs MacNab prefers original tale Man crawls night big box corner kept locked day,9.96,"story,told,family,fiercest,mystification,think,Mrs,MacNab,prefers,original,tale,Man,crawls,night,big,box,corner,kept,locked,day",0.00,
You see  therefore  how this sealed door of Todhunter  s is treated as the gate of all the fancies and monstrosities of the  Thousand and One Nights ,sealed door Todhunter treated gate fancies monstrosities Thousand Nights,12.08,"sealed,door,Todhunter,treated,gate,fancies,monstrosities,Thousand,Nights",0.00,
And yet there is the little fellow in his respectable black jacket  as punctual and innocent as a parlour clock ,little fellow respectable black jacket punctual innocent parlour clock,9.82,"little,fellow,respectable,black,jacket,punctual,innocent,parlour,clock",0.00,
He pays his rent to the tick  he is practically a teetotaller  he is tirelessly kind with the younger children  and can keep them amused for a day on end  and  last and most urgent of all  he has made himself equally popular with the eldest daughter  who is ready to go to church with him tomorrow ,pays rent tick practically teetotaller tirelessly kind younger children amused day end urgent equally popular eldest daughter ready church tomorrow,12.42,"pays,rent,tick,practically,teetotaller,tirelessly,kind,younger,children,amused,day,end,urgent,equally,popular,eldest,daughter,ready,church,tomorrow",0.00,
A man warmly concerned with any large theories has always a relish for applying them to any triviality ,man warmly concerned large theories relish applying triviality,9.71,"man,warmly,concerned,large,theories,relish,applying,triviality",0.00,
The great specialist having condescended to the priest  s simplicity  condescended expansively ,great specialist condescended priest simplicity condescended expansively,5.26,"great,specialist,condescended,priest,simplicity,condescended,expansively",0.00,
He settled himself with comfort in his arm   chair and began to talk in the tone of a somewhat absent   minded lecturer ,settled comfort arm chair began talk tone somewhat absent minded lecturer,9.17,"settled,comfort,arm,chair,began,talk,tone,somewhat,absent,minded,lecturer",0.00,
 Even in a minute instance  it is best to look first to the main tendencies of Nature ,minute instance best look main tendencies Nature,11.63,"minute,instance,best,look,main,tendencies,Nature",0.00,
A particular flower may not be dead in early winter  but the flowers are dying  a particular pebble may never be wetted with the tide  but the tide is coming in ,particular flower dead early winter flowers dying particular pebble wetted tide tide coming,11.18,"particular,flower,dead,early,winter,flowers,dying,particular,pebble,wetted,tide,tide,coming",0.00,
To the scientific eye all human history is a series of collective movements  destructions or migrations  like the massacre of flies in winter or the return of birds in spring ,scientific eye human history series collective movements destructions migrations like massacre flies winter return birds spring,8.00,"scientific,eye,human,history,series,collective,movements,destructions,migrations,like,massacre,flies,winter,return,birds,spring",0.00,
Now the root fact in all history is Race ,root fact history Race,12.20,"root,fact,history,Race",0.00,
Race produces religion  Race produces legal and ethical wars ,Race produces religion Race produces legal ethical wars,1.64,"Race,produces,religion,Race,produces,legal,ethical,wars",0.00,
There is no stronger case than that of the wild  unworldly and perishing stock which we commonly call the Celts  of whom your friends the MacNabs are specimens ,stronger case wild unworldly perishing stock commonly Celts friends MacNabs specimens,10.62,"stronger,case,wild,unworldly,perishing,stock,commonly,Celts,friends,MacNabs,specimens",0.00,
Small  swarthy  and of this dreamy and drifting blood  they accept easily the superstitious explanation of any incidents  just as they still accept  that superstitious explanation of all incidents which you and your Church represent ,Small swarthy dreamy drifting blood accept easily superstitious explanation incidents accept superstitious explanation incidents Church represent,8.15,"Small,swarthy,dreamy,drifting,blood,accept,easily,superstitious,explanation,incidents,accept,superstitious,explanation,incidents,Church,represent",0.00,
It is not remarkable that such people  with the sea moaning behind them and the Church  droning in front of them  should put fantastic features into what are probably plain events ,remarkable people sea moaning Church droning fantastic features probably plain events,11.11,"remarkable,people,sea,moaning,Church,droning,fantastic,features,probably,plain,events",0.00,
You  with your small parochial responsibilities  see only this particular Mrs MacNab  terrified with this particular tale of two voices and a tall man out of the sea ,small parochial responsibilities particular Mrs MacNab terrified particular tale voices tall man sea,9.04,"small,parochial,responsibilities,particular,Mrs,MacNab,terrified,particular,tale,voices,tall,man,sea",0.00,
But the man with the scientific imagination sees  as it were  the whole clans of MacNab scattered over the whole world  in its ultimate average as uniform as a tribe of birds ,man scientific imagination sees clans MacNab scattered world ultimate average uniform tribe birds,10.86,"man,scientific,imagination,sees,clans,MacNab,scattered,world,ultimate,average,uniform,tribe,birds",0.00,
He sees thousands of Mrs MacNabs  in thousands of houses  dropping their little drop of morbidity in the tea   cups of their friends  he sees   ,sees thousands Mrs MacNabs thousands houses dropping little drop morbidity tea cups friends sees,7.64,"sees,thousands,Mrs,MacNabs,thousands,houses,dropping,little,drop,morbidity,tea,cups,friends,sees",0.00,
Before the scientist could conclude his sentence  another and more impatient summons sounded from without  someone with swishing skirts was marshalled hurriedly down the corridor  and the door opened on a young girl  decently dressed but disordered and red   hot with haste ,scientist conclude sentence impatient summons sounded swishing skirts marshalled hurriedly corridor door opened young girl decently dressed disordered red hot haste,7.66,"scientist,conclude,sentence,impatient,summons,sounded,swishing,skirts,marshalled,hurriedly,corridor,door,opened,young,girl,decently,dressed,disordered,red,hot,haste",0.00,
She had sea   blown blonde hair  and would have been entirely beautiful if her cheek   bones had not been  in the Scotch manner  a little high in relief as well as in colour ,sea blown blonde hair entirely beautiful cheek bones Scotch manner little high relief colour,10.92,"sea,blown,blonde,hair,entirely,beautiful,cheek,bones,Scotch,manner,little,high,relief,colour",0.00,
Her apology was almost as abrupt as a command ,apology abrupt command,13.04,"apology,abrupt,command",0.00,
 I  m sorry to interrupt you  sir  she said   but I had to follow Father Brown at once  it  s nothing less than life or death ,sorry interrupt sir said follow Father Brown life death,13.49,"sorry,interrupt,sir,said,follow,Father,Brown,life,death",0.00,
Father Brown began to get to his feet in some disorder ,Father Brown began feet disorder,10.91,"Father,Brown,began,feet,disorder",0.00,
 James has been murdered  for all I can make out  answered the girl  still breathing hard from her rush ,James murdered answered girl breathing hard rush,11.54,"James,murdered,answered,girl,breathing,hard,rush",0.00,
 That man Glass has been with him again  I heard them talking through the door quite plain ,man Glass heard talking door plain,12.09,"man,Glass,heard,talking,door,plain",0.00,
Two separate voices  for James speaks low  with a burr  and the other voice was high and quavery ,separate voices James speaks low burr voice high quavery,9.28,"separate,voices,James,speaks,low,burr,voice,high,quavery",0.00,
repeated the priest in some perplexity ,repeated priest perplexity,7.69,"repeated,priest,perplexity",0.00,
 I know his name is Glass  answered the girl  in great impatience ,know Glass answered girl great impatience,9.09,"know,Glass,answered,girl,great,impatience",0.00,
They were quarrelling    about money  I think    for I heard James say again and again   That  s right  Mr Glass  or  No  Mr Glass  and then   Two or three  Mr Glass ,quarrelling money think heard James right Mr Glass Mr Glass Mr Glass,11.45,"quarrelling,money,think,heard,James,right,Mr,Glass,Mr,Glass,Mr,Glass",0.00,
But we  re talking too much  you must come at once  and there may be time yet ,talking come time,17.95,"talking,come,time",0.00,
asked Dr Hood  who had been studying the young lady with marked interest ,asked Dr Hood studying young lady marked interest,6.85,"asked,Dr,Hood,studying,young,lady,marked,interest",0.00,
 What is there about Mr Glass and his money troubles that should impel such urgency ,Mr Glass money troubles impel urgency,10.71,"Mr,Glass,money,troubles,impel,urgency",0.00,
 I tried to break down the door and couldn  t  answered the girl shortly   Then I ran to the back   yard  and managed to climb on to the window   sill that looks into the room ,tried break door answered girl shortly ran yard managed climb window sill looks room,11.93,"tried,break,door,answered,girl,shortly,ran,yard,managed,climb,window,sill,looks,room",0.00,
It was an dim  and seemed to be empty  but I swear I saw James lying huddled up in a corner  as if he were drugged or strangled ,dim swear saw James lying huddled corner drugged strangled,14.84,"dim,swear,saw,James,lying,huddled,corner,drugged,strangled",0.00,
 This is very serious  said Father Brown  gathering his errant hat and umbrella and standing up   in point of fact I was just putting your case before this gentleman  and his view   ,said Father Brown gathering errant hat umbrella standing point fact putting case gentleman view,9.89,"said,Father,Brown,gathering,errant,hat,umbrella,standing,point,fact,putting,case,gentleman,view",0.00,
 Has been largely altered  said the scientist gravely ,largely altered said scientist gravely,5.56,"largely,altered,said,scientist,gravely",0.00,
 I do not think this young lady is so Celtic as I had supposed ,think young lady Celtic supposed,14.29,"think,young,lady,Celtic,supposed",0.00,
As I have nothing else to do  I will put on my hat and stroll down town with you ,hat stroll town,19.75,"hat,stroll,town",0.00,
In a few minutes all three were approaching the dreary tail of the MacNabs  street  the girl with the stern and breathless stride of the mountaineer  the criminologist with a lounging grace  and the priest at an energetic trot entirely devoid of distinction ,minutes approaching dreary tail MacNabs street girl stern breathless stride mountaineer criminologist lounging grace priest energetic trot entirely devoid distinction,8.91,"minutes,approaching,dreary,tail,MacNabs,street,girl,stern,breathless,stride,mountaineer,criminologist,lounging,grace,priest,energetic,trot,entirely,devoid,distinction",0.00,
The aspect of this edge of the town was not entirely without justification for the doctor  s hints about desolate moods and environments ,aspect edge town entirely justification doctor hints desolate moods environments,9.49,"aspect,edge,town,entirely,justification,doctor,hints,desolate,moods,environments",0.00,
The scattered houses stood farther and farther apart in a broken string along the seashore  the afternoon was closing with a premature and partly lurid twilight  the sea was of an inky purple and murmuring ominously ,scattered houses stood farther farther apart broken string seashore afternoon closing premature partly lurid twilight sea inky purple murmuring ominously,7.41,"scattered,houses,stood,farther,farther,apart,broken,string,seashore,afternoon,closing,premature,partly,lurid,twilight,sea,inky,purple,murmuring,ominously",0.00,
In the scrappy back garden of the MacNabs which ran down towards the sand  two black  barren   looking trees stood up like demon hands held up in astonishment  and as Mrs MacNab ran down the street to meet them with lean hands similarly spread  and her fierce face in shadow  she was a little like a demon herself ,scrappy garden MacNabs ran sand black barren looking trees stood like demon hands held astonishment Mrs MacNab ran street meet lean hands similarly spread fierce face shadow little like demon,8.92,"scrappy,garden,MacNabs,ran,sand,black,barren,looking,trees,stood,like,demon,hands,held,astonishment,Mrs,MacNab,ran,street,meet,lean,hands,similarly,spread,fierce,face,shadow,little,like,demon",0.00,
The doctor and the priest made scant reply to her shrill reiterations of her daughter  s story  with more disturbing details of her own  to the divided vows of vengeance against Mr Glass for murdering  and against Mr Todhunter for being murdered  or against the latter for having dared to want to marry her daughter  and for not having lived to do it ,doctor priest scant reply shrill reiterations daughter story disturbing details divided vows vengeance Mr Glass murdering Mr Todhunter murdered dared want marry daughter lived,11.11,"doctor,priest,scant,reply,shrill,reiterations,daughter,story,disturbing,details,divided,vows,vengeance,Mr,Glass,murdering,Mr,Todhunter,murdered,dared,want,marry,daughter,lived",0.00,
They passed through the narrow passage in the front of the house until they came to the lodger  s door at the back  and there Dr Hood  with the trick of an old detective  put his shoulder sharply to the panel and burst in the door ,passed narrow passage house came lodger door Dr Hood trick old detective shoulder sharply panel burst door,12.55,"passed,narrow,passage,house,came,lodger,door,Dr,Hood,trick,old,detective,shoulder,sharply,panel,burst,door",0.00,
It opened on a scene of silent catastrophe ,opened scene silent catastrophe,9.30,"opened,scene,silent,catastrophe",0.00,
No one seeing it  even for a flash  could doubt that the room had been the theatre of some thrilling collision between two  or perhaps more  persons ,seeing flash doubt room theatre thrilling collision persons,12.75,"seeing,flash,doubt,room,theatre,thrilling,collision,persons",0.00,
Playing   cards lay littered across the table or fluttered about the floor as if a game had been interrupted ,Playing cards lay littered table fluttered floor game interrupted,9.17,"Playing,cards,lay,littered,table,fluttered,floor,game,interrupted",0.00,
Two wine glasses stood ready for wine on a side   table  but a third lay smashed in a star of crystal upon the carpet ,wine glasses stood ready wine table lay smashed star crystal carpet,11.02,"wine,glasses,stood,ready,wine,table,lay,smashed,star,crystal,carpet",0.00,
A few feet from it lay what looked like a long knife or short sword  straight  but with an ornamental and pictured handle  its dull blade just caught a grey glint from the dreary window behind  which showed the black trees against the leaden level of the sea ,feet lay looked like long knife short sword straight ornamental pictured handle dull blade caught grey glint dreary window showed black trees leaden level sea,8.88,"feet,lay,looked,like,long,knife,short,sword,straight,ornamental,pictured,handle,dull,blade,caught,grey,glint,dreary,window,showed,black,trees,leaden,level,sea",0.00,
Towards the opposite corner of the room was rolled a gentleman  s silk top hat  as if it had just been knocked off his head  so much so  indeed  that one almost looked to see it still rolling ,opposite corner room rolled gentleman silk hat knocked head looked rolling,14.06,"opposite,corner,room,rolled,gentleman,silk,hat,knocked,head,looked,rolling",0.00,
And in the corner behind it  thrown like a sack of potatoes  but corded like a railway trunk  lay Mr James Todhunter  with a scarf across his mouth  and six or seven ropes knotted round his elbows and ankles ,corner thrown like sack potatoes corded like railway trunk lay Mr James Todhunter scarf mouth seven ropes knotted round elbows ankles,8.65,"corner,thrown,like,sack,potatoes,corded,like,railway,trunk,lay,Mr,James,Todhunter,scarf,mouth,seven,ropes,knotted,round,elbows,ankles",0.00,
His brown eyes were alive and shifted alertly ,brown eyes alive shifted alertly,6.52,"brown,eyes,alive,shifted,alertly",0.00,
Dr Orion Hood paused for one instant on the doormat and drank in the whole scene of voiceless violence ,Dr Orion Hood paused instant doormat drank scene voiceless violence,8.74,"Dr,Orion,Hood,paused,instant,doormat,drank,scene,voiceless,violence",0.00,
