Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
Few women could think more of their personal appearance than he did  nor could the valet of any new made lord be more delighted with the place he held in society ,women think personal appearance valet new lord delighted place held society,12.35,"women,think,personal,appearance,valet,new,lord,delighted,place,held,society",0.00,
He considered the blessing of beauty as inferior only to the blessing of a baronetcy  and the Sir Walter Elliot  who united these gifts  was the constant object of his warmest respect and devotion ,considered blessing beauty inferior blessing baronetcy Sir Walter Elliot united gifts constant object warmest respect devotion,9.14,"considered,blessing,beauty,inferior,blessing,baronetcy,Sir,Walter,Elliot,united,gifts,constant,object,warmest,respect,devotion",0.00,
His good looks and his rank had one fair claim on his attachment  since to them he must have owed a wife of very superior character to any thing deserved by his own ,good looks rank fair claim attachment owed wife superior character thing deserved,12.73,"good,looks,rank,fair,claim,attachment,owed,wife,superior,character,thing,deserved",0.00,
Lady Elliot had been an excellent woman  sensible and amiable  whose judgement and conduct  if they might be pardoned the youthful infatuation which made her Lady Elliot  had never required indulgence afterwards    She had humoured  or softened  or concealed his failings  and promoted his real respectability for seventeen years  and though not the very happiest being in the world herself  had found enough in her duties  her friends  and her children  to attach her to life  and make it no matter of indifference to her when she was called on to quit them ,Lady Elliot excellent woman sensible amiable judgement conduct pardoned youthful infatuation Lady Elliot required indulgence humoured softened concealed failings promoted real respectability seventeen years happiest world found duties friends children attach life matter indifference called quit,10.20,"Lady,Elliot,excellent,woman,sensible,amiable,judgement,conduct,pardoned,youthful,infatuation,Lady,Elliot,required,indulgence,humoured,softened,concealed,failings,promoted,real,respectability,seventeen,years,happiest,world,found,duties,friends,children,attach,life,matter,indifference,called,quit",0.00,
   Three girls  the two eldest sixteen and fourteen  was an awful legacy for a mother to bequeath  an awful charge rather  to confide to the authority and guidance of a conceited  silly father ,girls eldest sixteen fourteen awful legacy mother bequeath awful charge confide authority guidance conceited silly father,8.81,"girls,eldest,sixteen,fourteen,awful,legacy,mother,bequeath,awful,charge,confide,authority,guidance,conceited,silly,father",0.00,
She had  however  one very intimate friend  a sensible  deserving woman  who had been brought  by strong attachment to herself  to settle close by her  in the village of Kellynch  and on her kindness and advice  Lady Elliot mainly relied for the best help and maintenance of the good principles and instruction which she had been anxiously giving her daughters ,intimate friend sensible deserving woman brought strong attachment settle close village Kellynch kindness advice Lady Elliot mainly relied best help maintenance good principles instruction anxiously giving daughters,9.14,"intimate,friend,sensible,deserving,woman,brought,strong,attachment,settle,close,village,Kellynch,kindness,advice,Lady,Elliot,mainly,relied,best,help,maintenance,good,principles,instruction,anxiously,giving,daughters",0.00,
This friend  and Sir Walter  did not marry  whatever might have been anticipated on that head by their acquaintance ,friend Sir Walter marry anticipated head acquaintance,10.34,"friend,Sir,Walter,marry,anticipated,head,acquaintance",0.00,
Thirteen years had passed away since Lady Elliot  s death  and they were still near neighbours and intimate friends  and one remained a widower  the other a widow ,Thirteen years passed away Lady Elliot death near neighbours intimate friends remained widower widow,8.59,"Thirteen,years,passed,away,Lady,Elliot,death,near,neighbours,intimate,friends,remained,widower,widow",0.00,
That Lady Russell  of steady age and character  and extremely well provided for  should have no thought of a second marriage  needs no apology to the public  which is rather apt to be unreasonably discontented when a woman does marry again  than when she does not  but Sir Walter  s continuing in singleness requires explanation ,Lady Russell steady age character extremely provided thought second marriage needs apology public apt unreasonably discontented woman marry Sir Walter continuing singleness requires explanation,9.42,"Lady,Russell,steady,age,character,extremely,provided,thought,second,marriage,needs,apology,public,apt,unreasonably,discontented,woman,marry,Sir,Walter,continuing,singleness,requires,explanation",0.00,
Be it known then  that Sir Walter  like a good father   prided himself on remaining single for his dear daughters  sake ,known Sir Walter like good father prided remaining single dear daughters sake,7.50,"known,Sir,Walter,like,good,father,prided,remaining,single,dear,daughters,sake",0.00,
For one daughter  his eldest  he would really have given up any thing  which he had not been very much tempted to do ,daughter eldest given thing tempted,15.38,"daughter,eldest,given,thing,tempted",0.00,
Elizabeth had succeeded  at sixteen  to all that was possible  of her mother  s rights and consequence  and being very handsome  and very like himself  her influence had always been great  and they had gone on together most happily ,Elizabeth succeeded sixteen possible mother rights consequence handsome like influence great gone happily,11.21,"Elizabeth,succeeded,sixteen,possible,mother,rights,consequence,handsome,like,influence,great,gone,happily",0.00,
His two other children were of very inferior value ,children inferior value,11.76,"children,inferior,value",0.00,
Mary had acquired a little artificial importance  by becoming Mrs Charles Musgrove  but Anne  with an elegance of mind and sweetness of character  which must have placed her high with any people of real understanding  was nobody with either father or sister  her word had no weight  her convenience was always to give way    she was only Anne ,Mary acquired little artificial importance Mrs Charles Musgrove Anne elegance mind sweetness character placed high people real understanding father sister word weight convenience way Anne,9.62,"Mary,acquired,little,artificial,importance,Mrs,Charles,Musgrove,Anne,elegance,mind,sweetness,character,placed,high,people,real,understanding,father,sister,word,weight,convenience,way,Anne",0.00,
To Lady Russell  indeed  she was a most dear and highly valued god   daughter  favourite  and friend ,Lady Russell dear highly valued god daughter favourite friend,7.92,"Lady,Russell,dear,highly,valued,god,daughter,favourite,friend",0.00,
Lady Russell loved them all  but it was only in Anne that she could fancy the mother to revive again ,Lady Russell loved Anne fancy mother revive,12.87,"Lady,Russell,loved,Anne,fancy,mother,revive",0.00,
A few years before  Anne Elliot had been a very pretty girl  but her bloom had vanished early  and as even in its height  her father had found little to admire in her   there could be nothing in them  now that she was faded and thin  to excite his esteem ,years Anne Elliot pretty girl bloom vanished early height father found little admire faded thin excite esteem,12.94,"years,Anne,Elliot,pretty,girl,bloom,vanished,early,height,father,found,little,admire,faded,thin,excite,esteem",0.00,
He had never indulged much hope  he had now none  of ever reading her name in any other page of his favourite work ,indulged hope reading page favourite work,14.78,"indulged,hope,reading,page,favourite,work",0.00,
All equality of alliance must rest with Elizabeth  for Mary had merely connected herself with an old country family of respectability and large fortune  and had therefore given all the honour and received none  Elizabeth would  one day or other  marry suitably ,equality alliance rest Elizabeth Mary merely connected old country family respectability large fortune given honour received Elizabeth day marry suitably,8.43,"equality,alliance,rest,Elizabeth,Mary,merely,connected,old,country,family,respectability,large,fortune,given,honour,received,Elizabeth,day,marry,suitably",0.00,
It sometimes happens that a woman is handsomer at twenty   nine than she was ten years before  and  generally speaking  if there has been neither ill health nor anxiety  it is a time of life at which scarcely any charm is lost ,happens woman handsomer years generally speaking ill health anxiety time life scarcely charm lost,12.33,"happens,woman,handsomer,years,generally,speaking,ill,health,anxiety,time,life,scarcely,charm,lost",0.00,
It was so with Elizabeth  still the same handsome Miss Elliot that she had begun to be thirteen years ago  and Sir Walter might be excused  therefore  in forgetting her age  or  at least  be deemed only half a fool  for thinking himself and Elizabeth as blooming as ever  amidst the wreck of the good looks of everybody else  for he could plainly see how old all the rest of his family and acquaintance were growing ,Elizabeth handsome Miss Elliot begun thirteen years ago Sir Walter excused forgetting age deemed half fool thinking Elizabeth blooming amidst wreck good looks everybody plainly old rest family acquaintance growing,11.06,"Elizabeth,handsome,Miss,Elliot,begun,thirteen,years,ago,Sir,Walter,excused,forgetting,age,deemed,half,fool,thinking,Elizabeth,blooming,amidst,wreck,good,looks,everybody,plainly,old,rest,family,acquaintance,growing",0.00,
Anne haggard  Mary coarse  every face in the neighbourhood worsting  and the rapid increase of the crow  s foot about Lady Russell  s temples had long been a distress to him ,Anne haggard Mary coarse face neighbourhood worsting rapid increase crow foot Lady Russell temples long distress,8.62,"Anne,haggard,Mary,coarse,face,neighbourhood,worsting,rapid,increase,crow,foot,Lady,Russell,temples,long,distress",0.00,
Elizabeth did not quite equal her father in personal contentment ,Elizabeth equal father personal contentment,7.69,"Elizabeth,equal,father,personal,contentment",0.00,
Thirteen years had seen her mistress of Kellynch Hall  presiding and directing with a self   possession and decision which could never have given the idea of her being younger than she was ,Thirteen years seen mistress Kellynch Hall presiding directing self possession decision given idea younger,9.52,"Thirteen,years,seen,mistress,Kellynch,Hall,presiding,directing,self,possession,decision,given,idea,younger",0.00,
For thirteen years had she been doing the honours  and laying down the domestic law at home  and leading the way to the chaise and four  and walking immediately after Lady Russell out of all the drawing   rooms and dining   rooms in the country ,thirteen years honours laying domestic law home leading way chaise walking immediately Lady Russell drawing rooms dining rooms country,10.20,"thirteen,years,honours,laying,domestic,law,home,leading,way,chaise,walking,immediately,Lady,Russell,drawing,rooms,dining,rooms,country",0.00,
Thirteen winters  revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded  and thirteen springs shewn their blossoms  as she travelled up to London with her father  for a few weeks  annual enjoyment of the great world ,Thirteen winters revolving frosts seen opening ball credit scanty neighbourhood afforded thirteen springs shewn blossoms travelled London father weeks annual enjoyment great world,7.34,"Thirteen,winters,revolving,frosts,seen,opening,ball,credit,scanty,neighbourhood,afforded,thirteen,springs,shewn,blossoms,travelled,London,father,weeks,annual,enjoyment,great,world",0.00,
She had the remembrance of all this  she had the consciousness of being nine   and   twenty to give her some regrets and some apprehensions  she was fully satisfied of being still quite as handsome as ever  but she felt her approach to the years of danger  and would have rejoiced to be certain of being properly solicited by baronet   blood within the next twelvemonth or two ,remembrance consciousness regrets apprehensions fully satisfied handsome felt approach years danger rejoiced certain properly solicited baronet blood twelvemonth,12.73,"remembrance,consciousness,regrets,apprehensions,fully,satisfied,handsome,felt,approach,years,danger,rejoiced,certain,properly,solicited,baronet,blood,twelvemonth",0.00,
Then might she again take up the book of books with as much enjoyment as in her early youth  but now she liked it not ,book books enjoyment early youth liked,16.10,"book,books,enjoyment,early,youth,liked",0.00,
Always to be presented with the date of her own birth and see no marriage follow but that of a youngest sister  made the book an evil  and more than once  when her father had left it open on the table near her  had she closed it  with averted eyes  and pushed it away ,presented date birth marriage follow youngest sister book evil father left open table near closed averted eyes pushed away,13.06,"presented,date,birth,marriage,follow,youngest,sister,book,evil,father,left,open,table,near,closed,averted,eyes,pushed,away",0.00,
She had had a disappointment  moreover  which that book  and especially the history of her own family  must ever present the remembrance of ,disappointment book especially history family present remembrance,11.43,"disappointment,book,especially,history,family,present,remembrance",0.00,
The heir presumptive  the very William Walter Elliot  Esq  whose rights had been so generously supported by her father  had disappointed her ,heir presumptive William Walter Elliot Esq rights generously supported father disappointed,7.80,"heir,presumptive,William,Walter,Elliot,Esq,rights,generously,supported,father,disappointed",0.00,
She had  while a very young girl  as soon as she had known him to be  in the event of her having no brother  the future baronet  meant to marry him  and her father had always meant that she should ,young girl soon known event brother future baronet meant marry father meant,14.21,"young,girl,soon,known,event,brother,future,baronet,meant,marry,father,meant",0.00,
He had not been known to them as a boy  but soon after Lady Elliot  s death  Sir Walter had sought the acquaintance  and though his overtures had not been met with any warmth  he had persevered in seeking it  making allowance for the modest drawing   back of youth  and  in one of their spring excursions to London  when Elizabeth was in her first bloom  Mr Elliot had been forced into the introduction ,known boy soon Lady Elliot death Sir Walter sought acquaintance overtures met warmth persevered seeking making allowance modest drawing youth spring excursions London Elizabeth bloom Mr Elliot forced introduction,10.92,"known,boy,soon,Lady,Elliot,death,Sir,Walter,sought,acquaintance,overtures,met,warmth,persevered,seeking,making,allowance,modest,drawing,youth,spring,excursions,London,Elizabeth,bloom,Mr,Elliot,forced,introduction",0.00,
He was at that time a very young man  just engaged in the study of the law  and Elizabeth found him extremely agreeable  and every plan in his favour was confirmed ,time young man engaged study law Elizabeth found extremely agreeable plan favour confirmed,10.98,"time,young,man,engaged,study,law,Elizabeth,found,extremely,agreeable,plan,favour,confirmed",0.00,
He was invited to Kellynch Hall  he was talked of and expected all the rest of the year  but he never came ,invited Kellynch Hall talked expected rest year came,13.08,"invited,Kellynch,Hall,talked,expected,rest,year,came",0.00,
The following spring he was seen again in town  found equally agreeable  again encouraged  invited  and expected  and again he did not come  and the next tidings were that he was married ,following spring seen town found equally agreeable encouraged invited expected come tidings married,10.16,"following,spring,seen,town,found,equally,agreeable,encouraged,invited,expected,come,tidings,married",0.00,
Instead of pushing his fortune in the line marked out for the heir of the house of Elliot  he had purchased independence by uniting himself to a rich woman of inferior birth ,Instead pushing fortune line marked heir house Elliot purchased independence uniting rich woman inferior birth,9.77,"Instead,pushing,fortune,line,marked,heir,house,Elliot,purchased,independence,uniting,rich,woman,inferior,birth",0.00,
Sir Walter has resented it ,Sir Walter resented,7.41,"Sir,Walter,resented",0.00,
As the head of the house  he felt that he ought to have been consulted  especially after taking the young man so publicly by the hand   For they must have been seen together  he observed   once at Tattersall  s  and twice in the lobby of the House of Commons ,head house felt ought consulted especially taking young man publicly hand seen observed Tattersall twice lobby House Commons,11.97,"head,house,felt,ought,consulted,especially,taking,young,man,publicly,hand,seen,observed,Tattersall,twice,lobby,House,Commons",0.00,
His disapprobation was expressed  but apparently very little regarded ,disapprobation expressed apparently little regarded,5.71,"disapprobation,expressed,apparently,little,regarded",0.00,
Mr Elliot had attempted no apology  and shewn himself as unsolicitous of being longer noticed by the family  as Sir Walter considered him unworthy of it  all acquaintance between them had ceased ,Mr Elliot attempted apology shewn unsolicitous longer noticed family Sir Walter considered unworthy acquaintance ceased,8.72,"Mr,Elliot,attempted,apology,shewn,unsolicitous,longer,noticed,family,Sir,Walter,considered,unworthy,acquaintance,ceased",0.00,
This very awkward history of Mr Elliot was still  after an interval of several years  felt with anger by Elizabeth  who had liked the man for himself  and still more for being her father  s heir  and whose strong family pride could see only in him a proper match for Sir Walter Elliot  s eldest daughter ,awkward history Mr Elliot interval years felt anger Elizabeth liked man father heir strong family pride proper match Sir Walter Elliot eldest daughter,10.86,"awkward,history,Mr,Elliot,interval,years,felt,anger,Elizabeth,liked,man,father,heir,strong,family,pride,proper,match,Sir,Walter,Elliot,eldest,daughter",0.00,
There was not a baronet from A to Z whom her feelings could have so willingly acknowledged as an equal ,baronet Z feelings willingly acknowledged equal,13.59,"baronet,Z,feelings,willingly,acknowledged,equal",0.00,
Yet so miserably had he conducted himself  that though she was at this present time  wearing black ribbons for his wife  she could not admit him to be worth thinking of again ,miserably conducted present time wearing black ribbons wife admit worth thinking,12.00,"miserably,conducted,present,time,wearing,black,ribbons,wife,admit,worth,thinking",0.00,
The disgrace of his first marriage might  perhaps  as there was no reason to suppose it perpetuated by offspring  have been got over  had he not done worse  but he had  as by the accustomary intervention of kind friends  they had been informed  spoken most disrespectfully of them all  most slightingly and contemptuously of the very blood he belonged to  and the honours which were hereafter to be his own ,disgrace marriage reason suppose perpetuated offspring got worse accustomary intervention kind friends informed spoken disrespectfully slightingly contemptuously blood belonged honours,12.29,"disgrace,marriage,reason,suppose,perpetuated,offspring,got,worse,accustomary,intervention,kind,friends,informed,spoken,disrespectfully,slightingly,contemptuously,blood,belonged,honours",0.00,
Such were Elizabeth Elliot  s sentiments and sensations  such the cares to alloy  the agitations to vary  the sameness and the elegance  the prosperity and the nothingness of her scene of life  such the feelings to give interest to a long  uneventful residence in one country circle  to fill the vacancies which there were no habits of utility abroad  no talents or accomplishments for home  to occupy ,Elizabeth Elliot sentiments sensations cares alloy agitations vary sameness elegance prosperity nothingness scene life feelings interest long uneventful residence country circle fill vacancies habits utility abroad talents accomplishments home occupy,9.20,"Elizabeth,Elliot,sentiments,sensations,cares,alloy,agitations,vary,sameness,elegance,prosperity,nothingness,scene,life,feelings,interest,long,uneventful,residence,country,circle,fill,vacancies,habits,utility,abroad,talents,accomplishments,home,occupy",0.00,
But now  another occupation and solicitude of mind was beginning to be added to these ,occupation solicitude mind beginning added,11.63,"occupation,solicitude,mind,beginning,added",0.00,
Her father was growing distressed for money ,father growing distressed money,6.82,"father,growing,distressed,money",0.00,
She knew  that when he now took up the Baronetage  it was to drive the heavy bills of his tradespeople  and the unwelcome hints of Mr Shepherd  his agent  from his thoughts ,knew took Baronetage drive heavy bills tradespeople unwelcome hints Mr Shepherd agent thoughts,10.98,"knew,took,Baronetage,drive,heavy,bills,tradespeople,unwelcome,hints,Mr,Shepherd,agent,thoughts",0.00,
The Kellynch property was good  but not equal to Sir Walter  s apprehension of the state required in its possessor ,Kellynch property good equal Sir Walter apprehension state required possessor,8.70,"Kellynch,property,good,equal,Sir,Walter,apprehension,state,required,possessor",0.00,
While Lady Elliot lived  there had been method  moderation  and economy  which had just kept him within his income  but with her had died all such right   mindedness  and from that period he had been constantly exceeding it ,Lady Elliot lived method moderation economy kept income died right mindedness period constantly exceeding,10.71,"Lady,Elliot,lived,method,moderation,economy,kept,income,died,right,mindedness,period,constantly,exceeding",0.00,
It had not been possible for him to spend less  he had done nothing but what Sir Walter Elliot was imperiously called on to do  but blameless as he was  he was not only growing dreadfully in debt  but was hearing of it so often  that it became vain to attempt concealing it longer  even partially  from his daughter ,possible spend Sir Walter Elliot imperiously called blameless growing dreadfully debt hearing vain attempt concealing longer partially daughter,12.97,"possible,spend,Sir,Walter,Elliot,imperiously,called,blameless,growing,dreadfully,debt,hearing,vain,attempt,concealing,longer,partially,daughter",0.00,
He had given her some hints of it the last spring in town  he had gone so far even as to say   Can we retrench ,given hints spring town gone far retrench,16.22,"given,hints,spring,town,gone,far,retrench",0.00,
Does it occur to you that there is any one article in which we can retrench ,occur article retrench,17.11,"occur,article,retrench",0.00,
and Elizabeth  to do her justice  had  in the first ardour of female alarm  set seriously to think what could be done  and had finally proposed these two branches of economy  to cut off some unnecessary charities  and to refrain from new furnishing the drawing   room  to which expedients she afterwards added the happy thought of their taking no present down to Anne  as had been the usual yearly custom ,Elizabeth justice ardour female alarm set seriously think finally proposed branches economy cut unnecessary charities refrain new furnishing drawing room expedients added happy thought taking present Anne usual yearly custom,9.88,"Elizabeth,justice,ardour,female,alarm,set,seriously,think,finally,proposed,branches,economy,cut,unnecessary,charities,refrain,new,furnishing,drawing,room,expedients,added,happy,thought,taking,present,Anne,usual,yearly,custom",0.00,
But these measures  however good in themselves  were insufficient for the real extent of the evil  the whole of which Sir Walter found himself obliged to confess to her soon afterwards ,measures good insufficient real extent evil Sir Walter found obliged confess soon,10.27,"measures,good,insufficient,real,extent,evil,Sir,Walter,found,obliged,confess,soon",0.00,
Elizabeth had nothing to propose of deeper efficacy ,Elizabeth propose deeper efficacy,7.69,"Elizabeth,propose,deeper,efficacy",0.00,
She felt herself ill   used and unfortunate  as did her father  and they were neither of them able to devise any means of lessening their expenses without compromising their dignity  or relinquishing their comforts in a way not to be borne ,felt ill unfortunate father able devise means lessening expenses compromising dignity relinquishing comforts way borne,10.83,"felt,ill,unfortunate,father,able,devise,means,lessening,expenses,compromising,dignity,relinquishing,comforts,way,borne",0.00,
There was only a small part of his estate that Sir Walter could dispose of  but had every acre been alienable  it would have made no difference ,small estate Sir Walter dispose acre alienable difference,13.19,"small,estate,Sir,Walter,dispose,acre,alienable,difference",0.00,
He had condescended to mortgage as far as he had the power  but he would never condescend to sell ,condescended mortgage far power condescend sell,13.27,"condescended,mortgage,far,power,condescend,sell",0.00,
The Kellynch estate should be transmitted whole and entire  as he had received it ,Kellynch estate transmitted entire received,10.98,"Kellynch,estate,transmitted,entire,received",0.00,
Their two confidential friends  Mr Shepherd  who lived in the neighbouring market town  and Lady Russell  were called to advise them  and both father and daughter seemed to expect that something should be struck out by one or the other to remove their embarrassments and reduce their expenditure  without involving the loss of any indulgence of taste or pride ,confidential friends Mr Shepherd lived neighbouring market town Lady Russell called advise father daughter expect struck remove embarrassments reduce expenditure involving loss indulgence taste pride,9.44,"confidential,friends,Mr,Shepherd,lived,neighbouring,market,town,Lady,Russell,called,advise,father,daughter,expect,struck,remove,embarrassments,reduce,expenditure,involving,loss,indulgence,taste,pride",0.00,
Mr Shepherd  a civil  cautious lawyer  who  whatever might be his hold or his views on Sir Walter  would rather have the disagreeable prompted by anybody else  excused himself from offering the slightest hint  and only begged leave to recommend an implicit reference to the excellent judgement of Lady Russell  from whose known good sense he fully expected to have just such resolute measures advised as he meant to see finally adopted ,Mr Shepherd civil cautious lawyer hold views Sir Walter disagreeable prompted anybody excused offering slightest hint begged leave recommend implicit reference excellent judgement Lady Russell known good sense fully expected resolute measures advised meant finally adopted,8.26,"Mr,Shepherd,civil,cautious,lawyer,hold,views,Sir,Walter,disagreeable,prompted,anybody,excused,offering,slightest,hint,begged,leave,recommend,implicit,reference,excellent,judgement,Lady,Russell,known,good,sense,fully,expected,resolute,measures,advised,meant,finally,adopted",0.00,
Lady Russell was most anxiously zealous on the subject  and gave it much serious consideration ,Lady Russell anxiously zealous subject gave consideration,8.42,"Lady,Russell,anxiously,zealous,subject,gave,consideration",0.00,
She was a woman rather of sound than of quick abilities  whose difficulties in coming to any decision in this instance were great  from the opposition of two leading principles ,woman sound quick abilities difficulties coming decision instance great opposition leading principles,10.17,"woman,sound,quick,abilities,difficulties,coming,decision,instance,great,opposition,leading,principles",0.00,
She was of strict integrity herself  with a delicate sense of honour  but she was as desirous of saving Sir Walter  s feelings  as solicitous for the credit of the family  as aristocratic in her ideas of what was due to them  as anybody of sense and honesty could well be ,strict integrity delicate sense honour desirous saving Sir Walter feelings solicitous credit family aristocratic ideas anybody sense honesty,12.13,"strict,integrity,delicate,sense,honour,desirous,saving,Sir,Walter,feelings,solicitous,credit,family,aristocratic,ideas,anybody,sense,honesty",0.00,
She was a benevolent  charitable  good woman  and capable of strong attachments  most correct in her conduct  strict in her notions of decorum  and with manners that were held a standard of good   breeding ,benevolent charitable good woman capable strong attachments correct conduct strict notions decorum manners held standard good breeding,8.25,"benevolent,charitable,good,woman,capable,strong,attachments,correct,conduct,strict,notions,decorum,manners,held,standard,good,breeding",0.00,
She had a cultivated mind  and was  generally speaking  rational and consistent  but she had prejudices on the side of ancestry  she had a value for rank and consequence  which blinded her a little to the faults of those who possessed them ,cultivated mind generally speaking rational consistent prejudices ancestry value rank consequence blinded little faults possessed,11.25,"cultivated,mind,generally,speaking,rational,consistent,prejudices,ancestry,value,rank,consequence,blinded,little,faults,possessed",0.00,
Herself the widow of only a knight  she gave the dignity of a baronet all its due  and Sir Walter  independent of his claims as an old acquaintance  an attentive neighbour  an obliging landlord  the husband of her very dear friend  the father of Anne and her sisters  was  as being Sir Walter  in her apprehension  entitled to a great deal of compassion and consideration under his present difficulties ,widow knight gave dignity baronet Sir Walter independent claims old acquaintance attentive neighbour obliging landlord husband dear friend father Anne sisters Sir Walter apprehension entitled great deal compassion consideration present difficulties,9.43,"widow,knight,gave,dignity,baronet,Sir,Walter,independent,claims,old,acquaintance,attentive,neighbour,obliging,landlord,husband,dear,friend,father,Anne,sisters,Sir,Walter,apprehension,entitled,great,deal,compassion,consideration,present,difficulties",0.00,
They must retrench  that did not admit of a doubt ,retrench admit doubt,14.00,"retrench,admit,doubt",0.00,
But she was very anxious to have it done with the least possible pain to him and Elizabeth ,anxious possible pain Elizabeth,15.38,"anxious,possible,pain,Elizabeth",0.00,
She drew up plans of economy  she made exact calculations  and she did what nobody else thought of doing  she consulted Anne  who never seemed considered by the others as having any interest in the question ,drew plans economy exact calculations thought consulted Anne considered interest question,12.08,"drew,plans,economy,exact,calculations,thought,consulted,Anne,considered,interest,question",0.00,
She consulted  and in a degree was influenced by her in marking out the scheme of retrenchment which was at last submitted to Sir Walter ,consulted degree influenced marking scheme retrenchment submitted Sir Walter,11.68,"consulted,degree,influenced,marking,scheme,retrenchment,submitted,Sir,Walter",0.00,
Every emendation of Anne  s had been on the side of honesty against importance ,emendation Anne honesty importance,12.66,"emendation,Anne,honesty,importance",0.00,
She wanted more vigorous measures  a more complete reformation  a quicker release from debt  a much higher tone of indifference for everything but justice and equity ,wanted vigorous measures complete reformation quicker release debt higher tone indifference justice equity,7.83,"wanted,vigorous,measures,complete,reformation,quicker,release,debt,higher,tone,indifference,justice,equity",0.00,
 If we can persuade your father to all this  said Lady Russell  looking over her paper   much may be done ,persuade father said Lady Russell looking paper,12.26,"persuade,father,said,Lady,Russell,looking,paper",0.00,
If he will adopt these regulations  in seven years he will be clear  and I hope we may be able to convince him and Elizabeth  that Kellynch Hall has a respectability in itself which cannot be affected by these reductions  and that the true dignity of Sir Walter Elliot will be very far from lessened in the eyes of sensible people  by acting like a man of principle ,adopt regulations seven years clear hope able convince Elizabeth Kellynch Hall respectability affected reductions true dignity Sir Walter Elliot far lessened eyes sensible people acting like man principle,10.93,"adopt,regulations,seven,years,clear,hope,able,convince,Elizabeth,Kellynch,Hall,respectability,affected,reductions,true,dignity,Sir,Walter,Elliot,far,lessened,eyes,sensible,people,acting,like,man,principle",0.00,
What will he be doing  in fact  but what very many of our first families have done  or ought to do ,fact families ought,18.18,"fact,families,ought",0.00,
There will be nothing singular in his case  and it is singularity which often makes the worst part of our suffering  as it always does of our conduct ,singular case singularity makes worst suffering conduct,14.00,"singular,case,singularity,makes,worst,suffering,conduct",0.00,
I have great hope of prevailing ,great hope prevailing,9.38,"great,hope,prevailing",0.00,
